ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Total_Children,Avg_Spend_Per_Purchase,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Cluster
4741,1974,2n Cycle,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,40,150,562,19,1,1,29.57894736842105,1,False,True,False,False,False,1
246,1965,Graduation,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,49,29,312,19,0,2,16.42105263157895,2,False,True,False,False,False,1
375,1954,Graduation,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60,489,1156,16,0,0,72.25,2,True,False,False,False,False,2
1524,1983,2n Cycle,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,31,485,1104,16,2,0,69.0,1,False,False,True,False,False,3
10022,1973,PhD,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,41,140,16,4,0,2,4.0,4,False,False,True,False,False,0
7451,1960,Master,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,132,2008,19,1,0,105.6842105263158,3,False,False,True,False,False,2
11010,1984,PhD,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,30,303,44,9,0,1,4.888888888888889,4,False,False,True,False,False,0
4356,1971,Graduation,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,43,305,1574,14,2,1,112.42857142857143,2,False,False,False,True,False,3
3885,1983,PhD,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,31,256,63,5,2,1,12.6,4,False,True,False,False,False,0
1175,1983,Master,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,31,282,426,12,2,0,35.5,3,False,True,False,False,False,0
880,1966,Basic,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,48,529,96,6,0,0,16.0,0,False,False,False,True,False,0
2320,1978,2n Cycle,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,36,290,635,23,0,1,27.608695652173914,1,False,True,False,False,False,1
850,1968,Graduation,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,46,266,757,22,0,1,34.40909090909091,2,False,False,True,False,False,1
4713,1979,PhD,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,35,584,125,9,0,1,13.88888888888889,4,False,True,False,False,False,0
675,1973,Master,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,41,408,332,16,0,2,20.75,3,True,False,False,False,False,1
5025,1979,Graduation,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,35,187,135,8,0,1,16.875,2,False,False,True,False,False,0
2308,1954,Graduation,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60,588,330,14,0,1,23.571428571428573,2,False,True,False,False,False,1
5995,1962,Graduation,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,52,558,384,20,1,2,19.2,2,True,False,False,False,False,1
6749,1966,Graduation,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,48,690,1722,18,0,2,95.66666666666667,2,False,False,True,False,False,1
1010,1977,Graduation,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,37,66,78,7,0,3,11.142857142857142,2,False,False,False,True,False,0
8977,1985,Basic,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,533,24,4,0,0,6.0,0,False,False,True,False,False,0
4756,1952,2n Cycle,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,62,191,1168,25,1,0,46.72,1,True,False,False,False,False,2
3412,1951,Master,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,63,530,957,17,1,1,56.294117647058826,3,False,True,False,False,False,1
606,1967,Graduation,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,47,262,15,4,0,2,3.75,2,False,False,True,False,False,0
5961,1978,Graduation,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,36,22,57,5,0,1,11.4,2,False,True,False,False,False,0
2975,1976,Graduation,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,38,594,1956,24,1,1,81.5,2,False,False,False,True,False,2
2894,1985,Graduation,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,243,2013,21,4,0,95.85714285714286,2,False,False,True,False,False,3
7613,1974,2n Cycle,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,40,36,326,14,0,1,23.285714285714285,1,False,False,False,True,False,0
10542,1968,PhD,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,693,77,9,0,2,8.555555555555555,4,False,True,False,False,False,0
8015,1962,PhD,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,422,1313,20,1,0,65.65,4,True,False,False,False,False,2
10617,1989,Master,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,38,30,8,0,0,3.75,3,True,False,False,False,False,0
11166,1961,Graduation,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,512,315,14,0,1,22.5,2,False,True,False,False,False,1
849,1953,Master,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,374,660,22,0,1,30.0,3,False,False,False,True,False,1
523,1989,Graduation,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,514,74,7,0,1,10.571428571428571,2,False,True,False,False,False,0
4066,1978,2n Cycle,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,49,46,7,0,1,6.571428571428571,1,True,False,False,False,False,0
8414,1962,PhD,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,316,86,8,0,1,10.75,4,False,False,True,False,False,0
819,1945,Graduation,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,236,1103,25,0,0,44.12,2,False,False,False,False,True,2
4961,1974,Master,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,159,61,11,0,1,5.545454545454546,3,False,False,False,True,False,0
749,1981,Graduation,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,222,145,9,2,1,16.11111111111111,2,False,False,False,True,False,0
5430,1956,Graduation,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,684,31,0,2,22.06451612903226,2,False,False,False,True,False,1
7755,1954,PhD,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,229,411,16,0,1,25.6875,4,False,True,False,False,False,1
10525,1986,Graduation,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,624,27,4,2,1,6.75,2,False,False,True,False,False,0
1453,1943,PhD,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,358,1060,27,0,0,39.25925925925926,4,False,False,False,False,True,1
8310,1964,Graduation,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,669,1459,24,0,1,60.791666666666664,2,False,False,False,True,False,2
10710,1979,Graduation,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,669,18,4,0,1,4.5,2,False,True,False,False,False,0
5031,1974,Graduation,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,645,1833,26,2,0,70.5,2,False,False,False,True,False,3
2613,1960,Master,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,87,237,12,0,1,19.75,3,False,True,False,False,False,0
213,1963,PhD,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,32,48,10,0,2,4.8,4,False,False,True,False,False,0
967,1976,Graduation,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,343,515,26,1,2,19.807692307692307,2,False,True,False,False,False,1
1077,1974,Graduation,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,571,1020,15,0,0,68.0,2,False,False,False,True,False,2
7959,1961,Graduation,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,31,1370,11,0,0,124.54545454545455,2,False,True,False,False,False,2
640,1951,Graduation,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,475,1026,25,0,1,41.04,2,False,True,False,False,False,2
4252,1965,Graduation,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,98,301,12,0,1,25.083333333333332,2,False,True,False,False,False,0
8432,1956,Graduation,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,653,684,31,0,2,22.06451612903226,2,False,False,False,True,False,1
6218,1965,Graduation,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,617,499,17,1,1,29.352941176470587,2,False,True,False,False,False,1
6905,1994,Graduation,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,676,1004,21,0,0,47.80952380952381,2,False,False,False,True,False,2
5922,1974,PhD,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,259,218,12,0,1,18.166666666666668,4,False,True,False,False,False,0
3598,1972,Graduation,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,402,606,22,0,1,27.545454545454547,2,False,True,False,False,False,1
6116,1968,2n Cycle,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,359,75,6,0,1,12.5,1,False,True,False,False,False,0
6263,1968,Graduation,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,676,106,9,0,3,11.777777777777779,2,False,False,False,True,False,0
10486,1948,Graduation,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,396,990,17,0,0,58.23529411764706,2,False,True,False,False,False,2
2410,1969,Graduation,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,158,1097,16,0,0,68.5625,2,False,False,True,False,False,2
193,1996,Basic,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,132,16,4,1,0,4.0,0,False,True,False,False,False,0
3363,1974,2n Cycle,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,104,34,5,0,0,6.8,1,False,True,False,False,False,0
8278,1990,PhD,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,672,1711,16,0,0,106.9375,4,False,True,False,False,False,2
10660,1957,Master,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,168,438,17,1,2,25.764705882352942,3,False,True,False,False,False,1
8686,1979,Basic,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,537,75,7,0,1,10.714285714285714,0,False,False,False,True,False,0
1604,1960,Master,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,228,225,13,0,1,17.307692307692307,3,False,True,False,False,False,0
5907,1952,Master,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,603,18,4,0,2,4.5,3,False,True,False,False,False,0
10669,1981,Graduation,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,408,470,17,0,1,27.647058823529413,2,False,True,False,False,False,1
2918,1981,Graduation,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,442,91,9,0,2,10.11111111111111,2,True,False,False,False,False,0
5735,1991,Master,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,136,2525,18,1,0,140.27777777777777,3,False,False,True,False,False,2
359,1950,Graduation,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,532,504,19,0,1,26.526315789473685,2,False,False,False,True,False,1
8387,1957,Graduation,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,540,235,11,0,1,21.363636363636363,2,False,True,False,False,False,0
1829,1961,PhD,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,526,1232,21,2,1,58.666666666666664,4,True,False,False,False,False,1
3839,1958,Basic,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,422,88,12,0,2,7.333333333333333,0,False,False,True,False,False,0
9392,1971,Graduation,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,52,17,4,0,1,4.25,2,False,False,True,False,False,0
2292,1985,Graduation,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,331,24,5,0,1,4.8,2,False,False,True,False,False,0
10466,1965,Graduation,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,311,60,7,0,2,8.571428571428571,2,False,True,False,False,False,0
9855,1952,PhD,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,308,1020,26,1,1,39.23076923076923,4,False,False,True,False,False,1
4088,1962,PhD,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,570,155,10,0,1,15.5,4,False,False,False,True,False,0
5231,1974,2n Cycle,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,122,51,5,0,2,10.2,1,False,True,False,False,False,0
590,1970,Master,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,554,1812,16,1,0,113.25,3,True,False,False,False,False,2
8732,1969,Master,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,589,1461,25,3,1,58.44,3,False,False,False,False,True,3
2315,1960,Graduation,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,70,96,6,0,1,16.0,2,True,False,False,False,False,0
3515,1952,Graduation,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,132,160,9,0,1,17.77777777777778,2,False,False,True,False,False,0
2245,1969,Master,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,433,139,10,0,2,13.9,3,False,True,False,False,False,0
6283,1968,Master,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,434,908,22,0,1,41.27272727272727,3,True,False,False,False,False,1
2246,1965,2n Cycle,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,301,183,8,0,1,22.875,1,False,True,False,False,False,0
6606,1969,Master,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,455,1161,19,1,1,61.10526315789474,3,False,True,False,False,False,1
5545,1972,PhD,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,85,988,14,0,0,70.57142857142857,4,False,True,False,False,False,2
7342,1961,2n Cycle,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,658,1072,27,0,1,39.7037037037037,1,False,False,False,False,True,2
837,1977,Graduation,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,291,174,12,0,2,14.5,2,False,True,False,False,False,0
9500,1959,Graduation,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,520,758,22,0,1,34.45454545454545,2,False,True,False,False,False,1
3602,1958,Master,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,180,195,11,0,1,17.727272727272727,3,False,True,False,False,False,0
234,1979,Graduation,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,627,31,6,2,1,5.166666666666667,2,True,False,False,False,False,0
2995,1957,Master,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,316,1084,17,0,0,63.76470588235294,3,False,False,False,True,False,2
1118,1956,Master,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,494,685,22,1,1,31.136363636363637,3,False,True,False,False,False,1
7789,1965,PhD,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,219,1672,26,1,0,64.3076923076923,4,False,True,False,False,False,2
3068,1990,Graduation,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,243,43,6,0,0,7.166666666666667,2,False,True,False,False,False,0
8955,1957,PhD,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,133,49,5,1,2,9.8,4,False,False,False,True,False,0
945,1965,Graduation,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,403,133,9,0,1,14.777777777777779,2,False,False,False,True,False,0
5644,1957,Graduation,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,260,363,15,1,1,24.2,2,False,False,False,True,False,1
7192,1955,Graduation,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,440,545,18,0,1,30.27777777777778,2,False,False,False,True,False,2
2324,1972,Graduation,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,245,1065,31,1,1,34.354838709677416,2,False,False,False,True,False,2
697,1969,Graduation,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,474,2047,21,1,0,97.47619047619048,2,False,False,False,True,False,2
3439,1972,Graduation,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,606,296,15,0,2,19.733333333333334,2,False,True,False,False,False,1
1506,1975,Graduation,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,366,140,11,1,2,12.727272727272727,2,False,False,True,False,False,0
232,1965,Graduation,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,347,530,17,0,1,31.176470588235293,2,False,False,True,False,False,1
8876,1963,PhD,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,690,152,13,0,2,11.692307692307692,4,False,False,False,True,False,0
4500,1991,PhD,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,266,1598,24,0,0,66.58333333333333,4,False,False,False,True,False,2
9739,1963,Graduation,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,526,114,8,0,1,14.25,2,False,False,True,False,False,0
10395,1986,Basic,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,676,101,10,0,1,10.1,0,False,False,True,False,False,0
1176,1973,Graduation,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,280,25,4,0,1,6.25,2,False,True,False,False,False,0
1627,1957,2n Cycle,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,519,789,22,1,0,35.86363636363637,1,True,False,False,False,False,2
938,1981,Graduation,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,334,87,7,1,2,12.428571428571429,2,False,True,False,False,False,0
2740,1958,PhD,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,280,90,11,0,2,8.181818181818182,4,False,False,False,False,True,0
257,1959,PhD,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,427,1215,20,0,1,60.75,4,False,True,False,False,False,1
4058,1955,PhD,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,260,811,22,1,0,36.86363636363637,4,False,False,True,False,False,1
7736,1986,Graduation,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,615,61,7,2,1,8.714285714285714,2,False,True,False,False,False,0
8210,1975,Master,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,318,405,18,0,1,22.5,3,False,True,False,False,False,1
833,1955,Master,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,91,72,9,0,2,8.0,3,False,True,False,False,False,0
6230,1971,Graduation,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,499,189,14,0,2,13.5,2,True,False,False,False,False,0
7325,1986,PhD,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,365,40,5,0,1,8.0,4,False,False,False,True,False,0
1307,1978,Graduation,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,140,63,10,0,1,6.3,2,True,False,False,False,False,0
1502,1983,Graduation,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,465,52,7,0,1,7.428571428571429,2,False,False,False,True,False,0
6211,1976,PhD,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,58,39,5,0,1,7.8,4,False,False,False,True,False,0
843,1971,Graduation,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,34,805,25,0,1,32.2,2,False,True,False,False,False,1
4174,1956,Master,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,73,130,8,0,1,16.25,3,False,False,False,True,False,0
9757,1972,Graduation,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,268,1631,24,3,0,67.95833333333333,2,False,False,False,True,False,3
6918,1989,Graduation,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,360,34,5,0,1,6.8,2,False,True,False,False,False,0
286,1952,Graduation,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,212,152,12,0,2,12.666666666666666,2,False,False,True,False,False,0
11086,1984,Basic,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,162,21,5,0,1,4.2,0,False,False,True,False,False,0
1921,1967,PhD,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,269,71,7,0,3,10.142857142857142,4,False,True,False,False,False,0
4138,1962,Graduation,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,36,899,23,1,1,39.08695652173913,2,False,False,True,False,False,2
7718,1947,Master,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,70,711,10,0,0,71.1,3,False,False,False,True,False,2
1291,1978,PhD,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,694,351,16,0,1,21.9375,4,False,False,False,True,False,0
6862,1971,Graduation,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,42,8,15,0,0,0.5333333333333333,2,True,False,False,False,False,0
4136,1992,Basic,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,573,119,11,0,1,10.818181818181818,0,False,False,True,False,False,0
803,1968,Graduation,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,450,21,4,0,2,5.25,2,False,False,False,True,False,0
4298,1973,PhD,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,97,10,4,0,1,2.5,4,False,False,False,True,False,0
